rank,title,artist,streams,spotify_url,track_id
,I Hate Everything About You,Three Days Grace,932644204,,
,Loco Contigo,DJ Snake,931744800,,
,Walking On Sunshine,Katrina & The Waves,931524162,,
,Never Be Like You,Flume,931215430,,
,UN DIA (ONE DAY) (Feat. Tainy),J Balvin,930597552,,
,Me Gustas Tu,Manu Chao,930175361,,
,Skinny Love,Birdy,930045761,,
,All I Want,Olivia Rodrigo,929834254,,
,BOP,DaBaby,929818953,,
,This Is Me,Keala Settle,929803808,,
,Neverita,Bad Bunny,929717297,,
,Pop Out,Polo G,929657854,,
,Pink Venom,BLACKPINK,929461773,,
,Let It Go,Idina Menzel,929375916,,
,Still into You,Paramore,928310508,,
,Renegades,X Ambassadors,927869079,,
,Evergreen,Richy Mitch & The Coal Miners,927731532,,
,Ribs,Lorde,927574440,,
,Total Eclipse of the Heart,Bonnie Tyler,926682749,,
,Lost Boy,Ruth B.,926054428,,
,Friday I'm In Love,The Cure,925669674,,
,679,Fetty Wap,925000103,,
,CUFF IT,Beyoncé,924678506,,
,Dani California,Red Hot Chili Peppers,924124462,,
,Armed And Dangerous,Juice WRLD,923653014,,
,Chill Bill,Rob $tone,923558723,,
,Wants and Needs,Drake,923470300,,
,Tarot,Bad Bunny,923211658,,
,The Motto,Tiësto,922523919,,
,Lamento Boliviano,Los Enanitos Verdes,922394936,,
,Houdini,Dua Lipa,922313496,,
,Thnks fr th Mmrs,Fall Out Boy,922302953,,
,Baby Shark,Pinkfong,922091816,,
,LADY GAGA,Peso Pluma,922077422,,
,All About That Bass,Meghan Trainor,921988715,,
,Landslide,Fleetwood Mac,921608307,,
,A Mí,Rels B,921450144,,
,Wagon Wheel,Darius Rucker,920691561,,
,No Money,Galantis,920582965,,
,Don't Go Breaking My Heart,Elton John,920397692,,
,ME!,Taylor Swift,920278909,,
,Forever Young,Alphaville,919393217,,
,QUE ONDA,Calle 24,919266222,,
,Five More Hours,Deorro,919209612,,
,comethru,Jeremy Zucker,917845438,,
,Te Vi,Piso 21,917764466,,
,Made You Look,Meghan Trainor,917467932,,
,Qué Más Pues?,J Balvin,916641337,,
,Mr. Jones,Counting Crows,915176040,,
,Venom,Eminem,914967249,,
,Immigrant Song,Led Zeppelin,914526662,,
,Hey Mama,David Guetta,914166939,,
,What About Us,P!nk,913973734,,
,Mistletoe,Justin Bieber,913078095,,
,Pareja Del Año,Sebastian Yatra,911879020,,
,Slow It Down,Benson Boone,911859766,,
,Moral of the Story,Ashe,911781459,,
,Vienna,Billy Joel,911773696,,
,Broccoli,DRAM,911574360,,
,Duality,Slipknot,911021142,,
,Ella Y Yo,Aventura,910808060,,
,Devil Eyes,Hippie Sabotage,910334890,,
,About Damn Time,Lizzo,909972058,,
,What's My Age Again?,blink-182,909750325,,
,Broken Clocks,SZA,909748400,,
,House of Memories,Panic! At The Disco,908834340,,
,I Miss You,blink-182,908529220,,
,Sola (Remix),Anuel AA,907884187,,
,Tal Vez,Paulo Londra,907397816,,
,You Proof,Morgan Wallen,906660935,,
,Walk Of Life,Dire Straits,905568778,,
,Right Round,Flo Rida,904961418,,
,T.N.T.,AC/DC,904939088,,
,Black Hole Sun,Soundgarden,904754940,,
,It Must Have Been Love,Roxette,904658648,,
,Desconocidos,Mau y Ricky,904417265,,
,Island In The Sun,Weezer,903251836,,
,Volví,Aventura,901750228,,
,El Azul,Junior H,901572645,,
,Kill This Love,BLACKPINK,901421158,,
,A Tu Merced,Bad Bunny,901173870,,
,Kill This Love,MUSIC LAB JPN,900398438,,
,Calling My Phone,Lil Tjay,899909325,,
,BAILE INoLVIDABLE,Bad Bunny,899817654,,
,Kill This Love,DJ MIX NON-STOP CHANNEL,899644060,,
,Do It To It,ACRAZE,899011508,,
,WHERE SHE GOES,Bad Bunny,898985932,,
,Kill This Love,LOVE BGM JPN,898667803,,
,Downtown,Anitta,898447050,,
,A Horse with No Name,America,898197510,,
,You Get Me So High,The Neighbourhood,898082752,,
,I Still Haven't Found What I'm Looking For,U2,896984682,,
,Where's My Love,SYML,896363845,,
,Heaven,Bryan Adams,895610810,,
,Is This Love,Bob Marley & The Wailers,895580480,,
,Savior,Rise Against,895152153,,
,Controlla,Drake,894712341,,
,Escápate Conmigo,Wisin,894088416,,
,Lost Boy,Ruth B.,893120558,,
,Save That Shit,Lil Peep,893016938,,
,Little Lion Man,Mumford & Sons,892653641,,
,Sunset Lover,Petit Biscuit,891989534,,
,A Thousand Miles,Vanessa Carlton,891794003,,
,Ahora Te Puedes Marchar,Luis Miguel,891203992,,
,Good Feeling,Flo Rida,890593811,,
,I Don't Fuck With You,Big Sean,890503821,,
,Ella Quiere Beber,Anuel AA,890481643,,
,Life is a Highway,Rascal Flatts,890200083,,
,Miénteme,TINI,889741061,,
,Enjoy the Silence,Depeche Mode,888622191,,
,Freestyle,Lil Baby,887783939,,
,exile,Taylor Swift,887140317,,
,Worth It,Fifth Harmony,886766432,,
,Hear Me Now,Alok,885761607,,
,Malibu,Miley Cyrus,885385772,,
,YKWIM?,Yot Club,885203607,,
,Wherever You Will Go,The Calling,884703570,,
,comethru,Jeremy Zucker,884675885,,
,Kiss Me Thru The Phone,Soulja Boy,884575908,,
,All About That Bass,Meghan Trainor,884063539,,
,wish you were gay,Billie Eilish,884055226,,
,LUNCH,Billie Eilish,883977660,,
,Killing Me Softly With His Song,Fugees,883774909,,
,QUE VUELVAS,Grupo Frontera,883550935,,
,2U,David Guetta,882136791,,
,Friends,Chase Atlantic,882108746,,
,The Pretender,Foo Fighters,881655606,,
,This Is Me,Keala Settle,881192806,,
,Loco Contigo,DJ Snake,880731538,,
,Reality,Lost Frequencies,879374804,,
,Prisoner,Miley Cyrus,877695135,,
,Welcome to the Black Parade,My Chemical Romance,877283366,,
,Heading South,Zach Bryan,876852192,,
,Animal I Have Become,Three Days Grace,876813018,,
,Notion,The Rare Occasions,876291593,,
,LA INOCENTE,Mora,876125450,,
,Qué Más Pues?,J Balvin,876039313,,
,Party Girl,StaySolidRocky,875586857,,
,Alone,Alan Walker,874877408,,
,Five More Hours,Deorro,874186909,,
,679,Fetty Wap,873753417,,
,Wind Of Change,Scorpions,873681825,,
,Hasta la Raíz,Natalia Lafourcade,873623269,,
,Prada,cassö,873472174,,
,Work Song,Hozier,872405895,,
,Love Sosa,Chief Keef,871597750,,
,Crazy Train,Ozzy Osbourne,871357405,,
,La Diabla,Xavi,871164229,,
,CÓMO SE SIENTE,JHAYCO,871054272,,
,Jumpman,Drake,870316603,,
,Según Quién,Maluma,870228604,,
,Lonely Day,System Of A Down,869644896,,
,Mr. Jones,Counting Crows,869435175,,
,Hurricane,Luke Combs,868521432,,
,Yummy,Justin Bieber,868272382,,
,18,One Direction,867866628,,
,No Hands,Waka Flocka Flame,867510327,,
,Goosebumps,Travis Scott,867025575,,
,OMG,NewJeans,866753267,,
,Sailor Song,Gigi Perez,866302642,,
,Rich Girl,Daryl Hall & John Oates,866291974,,
,Free Fallin',Tom Petty,865992667,,
,Marvin Gaye,Charlie Puth,865669016,,
,Swervin,A Boogie Wit da Hoodie,865195933,,
,Shameless,Camila Cabello,864948462,,
,Sunset Lover,Petit Biscuit,864053251,,
,Doin' Time,Lana Del Rey,863152144,,
,Holy,Justin Bieber,862982700,,
,Eenie Meenie,Sean Kingston,862856333,,
,From The Start,Laufey,862629931,,
,I'm Gonna Be (500 Miles),The Proclaimers,862527402,,
,Chicken Fried,Zac Brown Band,862107439,,
,That's So True,Gracie Abrams,861798625,,
,LOKERA,Rauw Alejandro,861340921,,
,Dust in the Wind,Kansas,860811335,,
,Adicto,Tainy,860205979,,
,Volví,Aventura,860157665,,
,Walking On Sunshine,Katrina & The Waves,860116730,,
,Bad At Love,Halsey,860015066,,
,What A Time,Julia Michaels,859359068,,
,Alors on danse,Stromae,859039216,,
,Secreto,Anuel AA,858527287,,
,Sin Pijama,Becky G,858411981,,
,Boys Don't Cry,The Cure,858403545,,
,Fast Car,Luke Combs,858026982,,
,Belong Together,Mark Ambor,857966142,,
,Down with the Sickness,Disturbed,857847840,,
,Primera Cita,Carín León,857535398,,
,El Merengue,Marshmello,856827033,,
,Ain't Nobody (Loves Me Better),Felix Jaehn,856757216,,
,It's Time,Imagine Dragons,856163921,,
,Don't Speak,No Doubt,855819496,,
,Si No Estás,iñigo quintero,855738740,,
,Lavender Haze,Taylor Swift,855354093,,
,Devil Eyes,Hippie Sabotage,854946679,,
,Getaway Car,Taylor Swift,854564574,,
,Believe,Cher,854206374,,
,Glock In My Lap,21 Savage,854039415,,
,Calling My Phone,Lil Tjay,853770165,,
,Beautiful Mistakes,Maroon 5,853638729,,
,Life Goes On,BTS,851281743,,
,Party,Bad Bunny,851265237,,
,Raise Your Glass,P!nk,851259895,,
,We Are The Champions,Queen,850994121,,
,Kickstart My Heart,Mötley Crüe,850936313,,
,Nothing's Gonna Stop Us Now,Starship,849122325,,
,Tarot,Bad Bunny,848723387,,
,Miénteme,TINI,848544440,,
,Volando,Mora,848494390,,
,Walk It Talk It,Migos,848429031,,
,Love Someone,Lukas Graham,848277021,,
,Pure Cocaine,Lil Baby,847885031,,
,Te Vi,Piso 21,847542314,,
,Hold On,Justin Bieber,847486239,,
,Love,Keyshia Cole,847136836,,
,La Jumpa,Arcángel,846981198,,
,Me Dediqué a Perderte,Alejandro Fernández,846398042,,
,Escápate Conmigo,Wisin,846356356,,
,Hola,Dalex,845883292,,
,What's My Age Again?,blink-182,845596840,,
,OUT WEST,JACKBOYS,845340622,,
,South of the Border,Ed Sheeran,845272806,,
,I Don't Fuck With You,Big Sean,845170386,,
,3D,Jung Kook,844851556,,
,EL AMOR DE SU VIDA,Grupo Frontera,844727003,,
,Pink Venom,BLACKPINK,844661188,,
,Here Without You,3 Doors Down,844556156,,
,Reggaetón Lento (Bailemos),CNCO,844064228,,
,F.N,Lil Tjay,844050162,,
,Monster,Skillet,843263037,,
,Friday I'm In Love,The Cure,843217035,,
,Whoopty,CJ,843021742,,
,Immigrant Song,Led Zeppelin,842965944,,
,Baby Shark,Pinkfong,842455363,,
,"I Love You, I'm Sorry",Gracie Abrams,842356445,,
,Desconocidos,Mau y Ricky,841898557,,
,House of Memories,Panic! At The Disco,841509999,,
,Your Love (9PM),ATB,841436999,,
,Die Young,Kesha,840582940,,
,Save That Shit,Lil Peep,840015233,,
,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,839135331,,
,MURDER IN MY MIND,Kordhell,838371570,,
,The Ocean,Mike Perry,838144721,,
,Come and Get Your Love,Redbone,837797939,,
,Tal Vez,Paulo Londra,837573847,,
,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,837570559,,
,Rosas,La Oreja de Van Gogh,837317716,,
,Party Girl,StaySolidRocky,837046085,,
,La Bicicleta,Carlos Vives,835148480,,
,Somewhere I Belong,Linkin Park,834835979,,
,Supermassive Black Hole,Muse,834719527,,
,Con Altura,ROSALÍA,834412784,,
,Yo Voy,Zion & Lennox,834398742,,
,Take It Easy,Eagles,834393860,,
,FEFE,6ix9ine,833791818,,
,Holy,Justin Bieber,833353049,,
,Hear Me Now,Alok,833172535,,
,AMG,Natanael Cano,833068244,,
,Free Bird,Lynyrd Skynyrd,832612754,,
,La Grange (2005 Remaster),ZZ Top,832258942,,
,Goosebumps,Travis Scott,831889239,,
,On My Way,Alan Walker,831484475,,
,Karma Chameleon,Culture Club,831478251,,
,Wagon Wheel,Darius Rucker,831004009,,
,I Will Wait,Mumford & Sons,830873511,,
,Mary On A Cross,Ghost,830413288,,
,Chasin' You,Morgan Wallen,830058554,,
,(I Just) Died In Your Arms,Cutting Crew,829739932,,
,Lamento Boliviano,Los Enanitos Verdes,829575986,,
,Hooked On A Feeling,Blue Swede,829129882,,
,Underneath the Tree,Kelly Clarkson,828860099,,
,Sin Pijama,Becky G,828855338,,
,We Belong Together,Mariah Carey,828307814,,
,Everytime We Touch,Cascada,828028193,,
,Feliz Navidad,José Feliciano,827998267,,
,The Kill (Bury Me),Thirty Seconds To Mars,827608279,,
,Shout Out to My Ex,Little Mix,827578630,,
,CAN'T SAY,Travis Scott,827455152,,
,Downtown,Anitta,827403495,,
,Savior,Rise Against,826777400,,
,11 PM,Maluma,826686536,,
,Me Gustas Tu,Manu Chao,826518695,,
,Eres Mía,Romeo Santos,826363050,,
,El Efecto,Rauw Alejandro,826325838,,
,Like a Stone,Audioslave,826203153,,
,Lucky,Jason Mraz,825839469,,
,Bleed It Out,Linkin Park,825372006,,
,I Still Haven't Found What I'm Looking For,U2,824873657,,
,Mon Amour,zzoilo,824567055,,
,Unconditionally,Katy Perry,823970074,,
,Crawling,Linkin Park,823954657,,
,Ditto,NewJeans,823135454,,
,Ahora Te Puedes Marchar,Luis Miguel,822436744,,
,Tiroteo,Marc Seguí,821934191,,
,Yo Perreo Sola,Bad Bunny,821732422,,
,Line Without a Hook,Ricky Montgomery,821584281,,
,Shut Down,BLACKPINK,821280366,,
,More Than Words,Extreme,821079645,,
,Solo Dance,Martin Jensen,820828383,,
,Devuélveme a mi chica,Hombres G,820626696,,
,Hasta Que Dios Diga,Anuel AA,820322031,,
,What A Time,Julia Michaels,819241040,,
,Mayores,Becky G,819205266,,
,Wild World,Yusuf / Cat Stevens,818431623,,
,Beautiful,Bazzi,818314470,,
,Start Me Up,The Rolling Stones,818020769,,
,Just the Two of Us,Bill Withers,816852013,,
,YKWIM?,Yot Club,816851979,,
,All Along the Watchtower,Jimi Hendrix,816660350,,
,Hurricane,Luke Combs,816643914,,
,Dive,Ed Sheeran,816385509,,
,Love Again,Dua Lipa,816141919,,
,Strawberries & Cigarettes,Troye Sivan,816032092,,
,Warriors,Imagine Dragons,815794301,,
,Wicked Game,Chris Isaak,815607275,,
,Supermarket Flowers,Ed Sheeran,815549985,,
,Alone,Alan Walker,815367639,,
,CARNIVAL,Â¥$,814993846,,
,People,Libianca,814899828,,
,She Got the Best of Me,Luke Combs,814659668,,
,DDU-DU DDU-DU,BLACKPINK,814402122,,
,Shoota,Playboi Carti,813677430,,
,Pure Water,Mustard,812319073,,
,1979,The Smashing Pumpkins,812257037,,
,A Mí,Rels B,812217716,,
,Caraluna,Bacilos,812166749,,
,Te Felicito,Shakira,811706521,,
,Reality,Lost Frequencies,811607394,,
,Midnight Rain,Taylor Swift,811586480,,
,Count on Me,Bruno Mars,811127578,,
,Life is a Highway,Rascal Flatts,811079076,,
,Caroline,Aminé,810902728,,
,Don't Dream It's Over,Crowded House,810868705,,
,Golden,HUNTR/X,810803248,,
,Just Wanna Rock,Lil Uzi Vert,810381690,,
,Love Someone,Lukas Graham,809859575,,
,SUBEME LA RADIO,Enrique Iglesias,809730650,,
,Killing Me Softly With His Song,Fugees,809397552,,
,For What It's Worth,Buffalo Springfield,809320533,,
,Toxic,BoyWithUke,808767568,,
,Rasputin,Majestic,808627852,,
,Paradise,MEDUZA,808257473,,
,Imagine,John Lennon,807795714,,
,Pa' Que Retozen,Tego Calderón,807588059,,
,CÓMO SE SIENTE,JHAYCO,807554924,,
,TE MUDASTE,Bad Bunny,807020476,,
,Ain't Nobody (Loves Me Better),Felix Jaehn,806852838,,
,Black Hole Sun,Soundgarden,806801682,,
,Aerials,System Of A Down,806795468,,
,New Light,John Mayer,806664078,,
,Sweet Disposition,The Temper Trap,806603856,,
,Rara Vez,Milo j,806423775,,
,Little Dark Age,MGMT,806233958,,
,idfc,blackbear,805750947,,
,Girls Need Love,Summer Walker,804977441,,
,Candy,Plan B,804715929,,
,METAMORPHOSIS,INTERWORLD,804530844,,
,Fireball,Pitbull,804493942,,
,Pa Mí,Dalex,804093415,,
,Take You Dancing,Jason Derulo,804047961,,
,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),Lana Del Rey,803947178,,
,Y LLORO,Junior H,803879336,,
,BESO,ROSALÍA,802663820,,
,Drive,Incubus,802544037,,
,GDFR,Flo Rida,802497032,,
,Mambo No. 5 (A Little Bit of...),Lou Bega,802431018,,
,Your Love (9PM),ATB,802086679,,
,Cúrame,Rauw Alejandro,801647031,,
,Cuando Nadie Ve,Morat,800474193,,
,My Oh My,Camila Cabello,800282349,,
,A Horse with No Name,America,800217267,,
,Baby Don't Hurt Me,David Guetta,800176818,,
,HOT TO GO!,Chappell Roan,799655678,,
,Robarte un Beso,Carlos Vives,799547275,,
,ceilings,Lizzy McAlpine,799538128,,
,OMG,NewJeans,799517307,,
,Una Lady Como Tú,Manuel Turizo,799301875,,
,F.N,Lil Tjay,798869287,,
,Free Fallin',Tom Petty,798671245,,
,8TEEN,Khalid,798669094,,
,Listen to the Music,The Doobie Brothers,798534146,,
,Party,Bad Bunny,797780833,,
,Shout Out to My Ex,Little Mix,797659522,,
,Go Crazy,Chris Brown,797251338,,
,Tattoo,Loreen,796888764,,
,Enjoy the Silence,Depeche Mode,796782358,,
,Where's My Love,SYML,796767520,,
,All Time Low,Jon Bellion,796251134,,
,"You're On Your Own, Kid",Taylor Swift,796125745,,
,MI EX TENÍA RAZÓN,KAROL G,795846828,,
,Stronger (What Doesn't Kill You),Kelly Clarkson,795710103,,
,Reggaetón Lento (Bailemos),CNCO,795114617,,
,rises the moon,Liana Flores,795063617,,
,Carry on Wayward Son,Kansas,795003498,,
,I Follow Rivers,Lykke Li,794577818,,
,Paper Rings,Taylor Swift,793901773,,
,Young,Vacations,793855926,,
,Heroes (we could be),Alesso,793437867,,
,OUT WEST,JACKBOYS,793168848,,
,Ella Y Yo,Aventura,792946655,,
,You're The One That I Want,John Travolta,792640628,,
,La Difícil,Bad Bunny,791879062,,
,Hola,Dalex,791667036,,
,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,791367250,,
,About You,The 1975,791313884,,
,The Climb,Miley Cyrus,791284799,,
,Me Niego,Reik,790970530,,
,Fly Me To The Moon (In Other Words),Frank Sinatra,790689616,,
,Here,Alessia Cara,790224033,,
,Jessie's Girl,Rick Springfield,789850943,,
,AMG,Natanael Cano,789621392,,
,Noticed,Lil Mosey,789594575,,
,Plain Jane,A$AP Ferg,789451185,,
,Rollin' (Air Raid Vehicle),Limp Bizkit,789211179,,
,One More Time,Daft Punk,789088977,,
,Don't Be Shy,Tiësto,788901555,,
,You & I,One Direction,788760775,,
,Tacones Rojos,Sebastian Yatra,788366139,,
,How Far I'll Go,Alessia Cara,788191628,,
,Hasta la Raíz,Natalia Lafourcade,787812032,,
,Can't Get You out of My Head,Kylie Minogue,787339908,,
,You Know How We Do It,Ice Cube,787121849,,
,Kiss Me Thru The Phone,Soulja Boy,786981491,,
,Red Red Wine,UB40,786381910,,
,YEAH RIGHT,Joji,786273410,,
,Panini,Lil Nas X,785910069,,
,Chicken Fried,Zac Brown Band,785340130,,
,Ahora Dice,Chris Jedi,785329635,,
,Beautiful,Bazzi,785101094,,
,PRC,Peso Pluma,784960862,,
,Wherever You Will Go,The Calling,784660702,,
,Are You Gonna Be My Girl,Jet,784629904,,
,Anyone,Justin Bieber,784596825,,
,nuts,Lil Peep,784453367,,
,Losin Control,Russ,784393674,,
,Fin de Semana,Oscar Maydon,783830681,,
,Can You Feel My Heart,Bring Me The Horizon,783793455,,
,"Whenever, Wherever",Shakira,783215410,,
,All I Ask,Adele,782631820,,
,Mambo N° 5 (A Little Bit of Monika),Lou Bega,782369622,,
,Psychosocial,Slipknot,781670264,,
,Some Nights,fun.,781577682,,
,So What,P!nk,781190344,,
,Secret Love Song,Little Mix,781164101,,
,Love Songs,Kaash Paige,780629540,,
,MURDER IN MY MIND,Kordhell,780583526,,
,18,One Direction,780353521,,
,champagne problems,Taylor Swift,779745429,,
,Magic,Coldplay,779654769,,
,Wild World,Yusuf / Cat Stevens,779596997,,
,When You Were Young,The Killers,779152608,,
,La flaca,Jarabe De Palo,778732629,,
,Pure Water,Mustard,778717049,,
,Legends,Juice WRLD,778493129,,
,Even Flow,Pearl Jam,777968886,,
,Lucky,Jason Mraz,777164329,,
,Paradise,MEDUZA,776963903,,
,TE MUDASTE,Bad Bunny,776792553,,
,Ocean Drive,Duke Dumont,776786195,,
,Hollaback Girl,Gwen Stefani,776765842,,
,Club Can't Handle Me,Flo Rida,776726127,,
,Black & Yellow,Wiz Khalifa,776677138,,
,Bandido,Myke Towers,776451920,,
,Love,Keyshia Cole,775868253,,
,Volando,Mora,775748741,,
,Roll in Peace,Kodak Black,775725892,,
,i was all over her,salvia palth,775649927,,
,All Eyez On Me,2Pac,775263406,,
,Mr. Saxobeat,Alexandra Stan,775245182,,
,Super Shy,NewJeans,774866843,,
,Mon Amour,zzoilo,774186648,,
,La Bicicleta,Carlos Vives,774081487,,
,Come On Eileen,Dexys Midnight Runners,773942538,,
,Womanizer,Britney Spears,773884167,,
,Lithium,Nirvana,773805368,,
,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,772810349,,
,All Along the Watchtower,Jimi Hendrix,772774852,,
,Bloom,The Paper Kites,771721211,,
,Nena Maldición,Paulo Londra,771481366,,
,Heading South,Zach Bryan,770786326,,
,Santa,Rvssian,770265865,,
,International Love,Pitbull,770223876,,
,Comfortably Numb,Pink Floyd,769323582,,
,Mambo No. 5 (A Little Bit of...),Lou Bega,769140039,,
,Hooked On A Feeling,Blue Swede,769133934,,
,On My Way,Alan Walker,768910096,,
,Botella Tras Botella,Gera MX,768223808,,
,Pa Mí,Dalex,768095325,,
,It Must Have Been Love,Roxette,768077633,,
,Madura,Cosculluela,767623976,,
,Boyfriend,Dove Cameron,767456670,,
,my ex's best friend,mgk,767100605,,
,Take You Dancing,Jason Derulo,767094536,,
,Unsteady,X Ambassadors,766893239,,
,Toxic,BoyWithUke,766386624,,
,Water Under the Bridge,Adele,766159122,,
,Hecha Pa' Mi,Boza,765856682,,
,Permission to Dance,BTS,765456788,,
,All Around The World (La La La),R3HAB,765134517,,
,Karma Chameleon,Culture Club,765128922,,
,Prom Queen,Beach Bunny,764851462,,
,Kill Yourself (Part III),$uicideboy$,764848434,,
,idfc,blackbear,764698676,,
,Radio,Lana Del Rey,764690776,,
,Don't Cry,Guns N' Roses,763945745,,
,At My Worst,Pink Sweat$,763742573,,
,Born This Way,Lady Gaga,763594930,,
,Secrets,OneRepublic,763587224,,
,Let's Groove,"Earth, Wind & Fire",763539192,,
,Company,Justin Bieber,763392722,,
,Crazy Train,Ozzy Osbourne,763303364,,
,Here With Me,Marshmello,763300610,,
,You Should Probably Leave,Chris Stapleton,763236879,,
,"Lo Que Pasó, Pasó",Daddy Yankee,763060948,,
,Here Without You,3 Doors Down,762187227,,
,Dueles,Jesse & Joy,761927196,,
,Holly Jolly Christmas,Michael Bublé,761831517,,
,I Can't Handle Change,Roar,760632058,,
,Uprising,Muse,760223523,,
,New Light,John Mayer,760108713,,
,"Oh, Pretty Woman",Roy Orbison,760050610,,
,Yo Voy,Zion & Lennox,759605781,,
,DDU-DU DDU-DU,BLACKPINK,759546459,,
,Tu Falta De Querer,Mon Laferte,759447005,,
,NO SE VA,Grupo Frontera,759356947,,
,Black Magic,Little Mix,759118628,,
,redrum,21 Savage,758996360,,
,my tears ricochet,Taylor Swift,758696699,,
,Believe,Cher,757809058,,
,YEAH RIGHT,Joji,757671529,,
,Tunnel Vision,Kodak Black,757289104,,
,Sweet,Cigarettes After Sex,757170298,,
,Me Niego,Reik,757088478,,
,SUBEME LA RADIO,Enrique Iglesias,756630984,,
,Before He Cheats,Carrie Underwood,756467398,,
,Eenie Meenie,Sean Kingston,756114507,,
,B.Y.O.B.,System Of A Down,755971441,,
,No Hands,Waka Flocka Flame,755775975,,
,Drop It Like It's Hot,Snoop Dogg,755726757,,
,How Far I'll Go,Auli'i Cravalho,755192397,,
,Hands To Myself,Selena Gomez,755174110,,
,Mrs. Robinson,Simon & Garfunkel,755091966,,
,Give It To Me,Matt Sassari,755016516,,
,Last Nite,The Strokes,755016103,,
,Du hast,Rammstein,754765242,,
,Vivir Mi Vida,Marc Anthony,754719206,,
,Free Bird,Lynyrd Skynyrd,754370366,,
,Freaky Friday,Lil Dicky,754020991,,
,Take What You Want,Post Malone,753833455,,
,Bad Things,mgk,753627251,,
,People,Libianca,753510057,,
,I Love It (& Lil Pump),Kanye West,753412124,,
,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais),Lana Del Rey,753388989,,
,10:35,Tiësto,753261861,,
,Don't Be Shy,Tiësto,753238313,,
,More Than Words,Extreme,753234747,,
,Be the One,Dua Lipa,752791060,,
,Valerie,Mark Ronson,752177388,,
,Traicionera,Sebastian Yatra,752022366,,
,Young And Beautiful [Lana Del Rey vs. Cedric Gervais],Lana Del Rey,751991792,,
,Sk8er Boi,Avril Lavigne,751775202,,
,Money Longer,Lil Uzi Vert,751767506,,
,Took Her To The O,King Von,751459479,,
,Sanctuary,Joji,751386897,,
,Naked,James Arthur,751363777,,
,Tu Boda,Oscar Maydon,751268810,,
,Into It,Chase Atlantic,751176395,,
,Wasted,Juice WRLD,749919245,,
,Heroes (we could be),Alesso,749549609,,
,Fast Car,Luke Combs,749275685,,
,You Can Call Me Al,Paul Simon,749182249,,
,The Final Countdown,Europe,748912714,,
,Otro Trago,Sech,748711761,,
,One,Metallica,748621463,,
,Best of You,Foo Fighters,748570107,,
,Me Dediqué a Perderte,Alejandro Fernández,748380912,,
,Guess featuring billie eilish,Charli xcx,748187716,,
,Amorfoda,Bad Bunny,748144472,,
,Kickstart My Heart,Mötley Crüe,747932167,,
,Lady,Modjo,747923908,,
,Knockin' On Heaven's Door,Bob Dylan,747715658,,
,Shut Down,BLACKPINK,747637914,,
,Bandido,Myke Towers,747368639,,
,To Build A Home,The Cinematic Orchestra,747035546,,
,Ditto,NewJeans,746719825,,
,She Got the Best of Me,Luke Combs,746719711,,
,Instant Crush,Daft Punk,746707990,,
,Same Old Love,Selena Gomez,746598233,,
,Devuélveme a mi chica,Hombres G,746505399,,
,Besos En Guerra,Morat,746256774,,
,Never Really Over,Katy Perry,746206727,,
,DUELE EL CORAZON,Enrique Iglesias,746080822,,
,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,746021465,,
,Losin Control,Russ,746008464,,
,Notion,The Rare Occasions,745903120,,
,Please Me,Cardi B,745727524,,
,Heartless,Diplo,745332297,,
,La Grange (2005 Remaster),ZZ Top,745031808,,
,Kiss It Better,Rihanna,744812314,,
,Rasputin,Majestic,744752353,,
,Fantasias,Rauw Alejandro,744689911,,
,Come and Get Your Love,Redbone,744000147,,
,Caraluna,Bacilos,743777245,,
,Respect,Aretha Franklin,743222908,,
,Robarte un Beso,Carlos Vives,743202317,,
,Shinunoga E-Wa,Fujii Kaze,742934973,,
,Best Song Ever,One Direction,742673164,,
,SOLO,JENNIE,742605451,,
,Love On Top,Beyoncé,742549385,,
,(I Just) Died In Your Arms,Cutting Crew,742544190,,
,Someone New,Hozier,742294499,,
,Tattoo,Rauw Alejandro,741907197,,
,Miss You,Oliver Tree,741901244,,
,Smooth Operator,Sade,741849395,,
,Imitadora,Romeo Santos,741656616,,
,You Can't Hurry Love,Phil Collins,741456427,,
,Gimme Shelter,The Rolling Stones,741372555,,
,Japanese Denim,Daniel Caesar,741080399,,
,METAMORPHOSIS,INTERWORLD,740930254,,
,La Plena,W Sound,740868262,,
,Ignorantes,Bad Bunny,740752110,,
,"Dear Maria, Count Me In",All Time Low,740493892,,
,Some Nights,fun.,740345748,,
,Bounce Back,Big Sean,739994177,,
,Little Dark Age,MGMT,739477169,,
,Leave a Light On,Tom Walker,739344947,,
,Up,Cardi B,739071027,,
,Be Kind,Marshmello,738989823,,
,Intro,The xx,738192840,,
,UN PESO,J Balvin,738191079,,
,You & Me,Disclosure,737816662,,
,The Diary of Jane,Breaking Benjamin,737720600,,
,"Dance, Dance",Fall Out Boy,737555785,,
,White Noise,Granular,737331162,,
,For What It's Worth,Buffalo Springfield,737304812,,
